id	externalId	latitude	longitude	city	postalCode	address	street	phone	open24h	mcDrive	open24h	wlan	coupons	toggo	mcCafe	closedFrom	closedTo	seoURL	wednesday	sunday	thursday	friday	tuesday	saturday	monday	name1	name2
554	729	50.9601027534	11.316494959	Weimar	99423	Weimar, Berkaerstr.	Berkaer Str.	+49 3643 850742	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/weimar-berkaer-str	07:00 - 00:00	09:00 - 00:00	07:00 - 00:00	07:00 - 01:00	07:00 - 00:00	07:00 - 01:00	07:00 - 00:00	McDonald's Restaurant	Uwe Kurth Systemgastronomie e.K.
2602	1099	54.0884843675	9.97825866756	Neumünster	24537	Neumünster, Brückenstr.	Brückenstr. 2	+49 4321 404437	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/neumuenster-brueckenstr-2	08:00 - 01:00	08:00 - 01:00	08:00 - 01:00	08:00 - 03:00	08:00 - 01:00	08:00 - 03:00	08:00 - 01:00	McDonald's Restaurant	Wilfried Cichon e.K.
2858	1378	52.4575190984	13.3205533151	Berlin	12163	Berlin, Das Schloss	Schlossstr. 34-36	+49 30 72011451	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/berlin-schlossstr-34-36	10:00 - 20:00	geschlossen	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	McDonald's Restaurant	HAM Systemrestaurant GmbH
3114	1646	51.3149593132	6.47653467702	Tönisvorst	47918	Tönisvorst, Höhenhöfe	Höhenhöfe 2	+49 2151 1501238	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/toenisvorst-hoehenhoefe-2	10:00 - 23:00	10:00 - 23:00	10:00 - 23:00	10:00 - 01:00	10:00 - 23:00	10:00 - 01:00	10:00 - 23:00	McDonald's Restaurant	Schnellrestaurant Meyer GmbH
43	75	51.2007686109	6.68769642798	Neuss	41460	Neuss, Niederstr.	Niederstr. 11	+49 2131 28744	False	False	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/neuss-niederstr-11	08:00 - 24:00	10:00 - 24:00	08:00 - 24:00	09:00 - 06:00	08:00 - 24:00	09:00 - 06:00	08:00 - 24:00	McDonald's Restaurant	Aktiv Restaurant GmbH
299	445	50.0233268571	8.23468585704	Mainz am Rhein	55120	Mainz, Rheinallee	Rheinallee 181	+49 6131 684085	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/mainz-am-rhein-rheinallee-181	09:00 - 24:00	09:00 - 24:00	09:00 - 24:00	09:00 - 24:00	09:00 - 24:00	09:00 - 24:00	09:00 - 24:00	McDonald's Restaurant	Systemgastronomie van der Broeck GmbH & Co. KG
555	730	52.896157202	8.41248293441	Wildeshausen	27793	Wildeshausen, Immelmannstr.	Immelmannstr. 19	+49 4431 92609	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/wildeshausen-immelmannstr-19	07:00 - 00:00	24h	07:00 - 00:00	07:00 - 00:00	07:00 - 00:00	24h	07:00 - 00:00	McDonald's Restaurant	Systemgastronomie Christian Eckstein GmbH & Co. KG
2603	1100	48.1970934999	10.7589557204	Schwabmünchen	86830	Schwabmünchen, Augsburger Str.	Augsburger Str. 82	+49 8232 950670	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/schwabmuenchen-augsburger-str-82	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	08:00 - 01:00	08:00 - 00:00	08:00 - 01:00	08:00 - 00:00	McDonald's Restaurant	Andreas Schoft Systemgastronomie e.K.
2859	1379	50.1086652998	8.66866444522	Frankfurt am Main	60313	Frankfurt, Kaiserstr.	Kaiserstr. 52	+49 69 24005650	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/frankfurt-am-main-kaiserstr-52	09:00 - 00:00	10:00 - 00:00	09:00 - 00:00	09:00 - 00:00	09:00 - 00:00	09:00 - 00:00	09:00 - 00:00	McDonald's Restaurant	McDonald's Deutschland LLC
3115	1647	52.2478845153	10.5109716402	Braunschweig	38122	Braunschweig, Stobwasserstr.	Stobwasserstr. 1	+49 531 28019303	True	True	True	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/braunschweig-stobwasserstr-1	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	McDonald's Deutschland LLC
44	76	51.5142017405	7.4618549228	Dortmund	44137	Dortmund, Westenhellweg	Westenhellweg 66-68	+49 231 149378	False	False	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/dortmund-westenhellweg-66-68	08:00 - 22:00	11:00 - 22:00	08:00 - 22:00	08:00 - 01:00	08:00 - 22:00	08:00 - 01:00	08:00 - 22:00	McDonald's Restaurant	Kirsch GmbH & Co.KG
300	446	51.9132130651	10.4456856575	Goslar	38640	Goslar, Okerstr.	Peter-Henlein-Str. 1	+49 5321 43884	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/goslar-peter-henlein-str-1	07:00 - 00:00	09:00 - 00:00	07:00 - 00:00	07:00 - 02:00	07:00 - 00:00	07:00 - 02:00	07:00 - 00:00	McDonald's Restaurant	Barbara Rieke Goslar e.K.
556	731	50.6802658351	12.5913102152	Wildenfels (Härtensdorf)	08134	Wildenfels, Härtensdorf	Arno-Schmidt-Str. 28	+49 37603 4321	False	True	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/wildenfels-haertensdorf-arno-schmidt-str-28	07:00 - 23:30	08:00 - 23:30	07:00 - 23:30	07:00 - 00:30	07:00 - 23:30	07:00 - 00:30	07:00 - 23:30	McDonald's Restaurant	Klink Gastro GmbH & Co. KG
2604	1101	48.188587106	11.6141060656	München	80939	München, Situlistr.	Situlistr. 6	+49 89 32198870	False	True	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/muenchen-situlistr-6	08:00 - 01:00	08:00 - 01:00	08:00 - 01:00	08:00 - 03:00	08:00 - 01:00	08:00 - 03:00	08:00 - 01:00	McDonald's Restaurant	A + M Systemgastronomie GmbH
3116	1648	50.8462670256	12.9400192093	Chemnitz	09130	Chemnitz, Dresdner Straße	Dresdner Str. 117	+49 371 45009933	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/chemnitz-dresdner-str-117	09:00 - 23:30	09:00 - 23:30	09:00 - 23:30	09:00 - 00:00	09:00 - 23:30	09:00 - 00:00	09:00 - 23:30	McDonald's Restaurant	Willy Dany Restaurantbetriebsgesellschaft mbH & Co. Service KG
45	77	54.7862452719	9.43390138917	Flensburg	24937	Flensburg, Grosse Str.	Grosse Str. 1	+49 461 24344	False	False	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/flensburg-grosse-str-1	08:00 - 01:00	24h	08:00 - 01:00	08:00 - 00:00	08:00 - 01:00	24h	08:00 - 01:00	McDonald's Restaurant	Systemgastronomie K-H Blumroth e.K.
301	447	49.3262326577	8.53974544979	Hockenheim	68766	Hockenheim, Gleisstr.	Gleisstr. 8/5	+49 6205 101897	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/hockenheim-gleisstr-8-5	07:00 - 01:00	08:00 - 01:00	07:00 - 01:00	07:00 - 04:00	07:00 - 01:00	07:00 - 04:00	07:00 - 01:00	McDonald's Restaurant	Manfred Büch good food - fast KG
557	732	51.7678895533	11.4848116398	Aschersleben	06449	Aschersleben, Güstenerstr.	Güstenerstr. 19	+49 3473 809879	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/aschersleben-guestenerstr-19	07:00 - 24:00	08:00 - 24:00	07:00 - 24:00	07:00 - 02:00	07:00 - 24:00	07:00 - 02:00	07:00 - 24:00	McDonald's Restaurant	McDonald's Deutschland LLC
2605	1102	50.5507139474	8.46977407472	Wetzlar	35578	Wetzlar, Alte Str.	Alte Str. 1	+49 6441 200600	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/wetzlar-alte-str-1	07:00 - 01:00	08:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	McDonald's Restaurant	Stark Restaurant GmbH & Co. KG
2861	1381	50.633907029	7.0559416931	Meckenheim	53340	Meckenheim, Auf dem Steinbüche	Auf dem Steinbüchel 2	+49 2225 7038379	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/meckenheim-auf-dem-steinbuechel-2	10:00 - 22:00	10:00 - 22:00	10:00 - 22:00	10:00 - 23:00	10:00 - 22:00	10:00 - 23:00	10:00 - 22:00	McDonald's Restaurant	McDonald's Deutschland LLC
3117	1649	52.338113579	10.417979899	Schwülper	38179	Schwülper, Ruhmrischkamp	Ruhmrischkamp 4	+49 5303 9709721	False	True	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/schwuelper-ruhmrischkamp-4	06:00 - 00:00	06:00 - 00:00	06:00 - 00:00	06:00 - 01:00	06:00 - 00:00	06:00 - 02:00	06:00 - 00:00	McDonald's Restaurant	D. Lampe GmbH
46	78	51.3332874959	6.56444942571	Krefeld	47798	Krefeld, Rheinstr.	Rheinstr. 94	+49 2151 24798	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/krefeld-rheinstr-94	09:00 - 00:00	11:30 - 00:00	09:00 - 00:00	09:00 - 03:00	09:00 - 00:00	09:30 - 03:00	09:00 - 00:00	McDonald's Restaurant	Schnellrestaurant Meyer GmbH
302	448	49.3190212718	11.0491315044	Schwabach	91126	Schwabach, Am Falbenholz	Am Falbenholzweg 4	+49 9122 635855	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/schwabach-am-falbenholzweg-4	09:00 - 00:00	09:00 - 00:00	09:00 - 00:00	09:00 - 01:00	09:00 - 00:00	09:00 - 01:00	09:00 - 00:00	McDonald's Restaurant	System Restaurants Stefan Streckel e.K.
558	733	51.6672934949	12.2597518645	Wolfen	06766	Wolfen, Krondorfer Str.	Krondorfer Str.	+49 3494 20133	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/wolfen-krondorfer-str	08:00 - 00:00	09:00 - 00:00	08:00 - 00:00	08:00 - 01:00	08:00 - 00:00	08:00 - 01:00	08:00 - 00:00	McDonald's Restaurant	Baumann-Adam Systemgastronomie e.K.
2606	1103	51.790041423	6.1549802174	Kleve	47533	Kleve, Van-Den-Bergh-Str.	Van-Den-Bergh-Str. 64	+49 2821 976145	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/kleve-van-den-bergh-str-64	07:00 - 01:00	00:00 - 01:00	07:00 - 01:00	07:00 - 00:00	07:00 - 01:00	24h	07:00 - 01:00	McDonald's Restaurant	Wolfgang Hahne
2862	1382	51.6084727291	12.1877437411	Glebitzsch	06794	Glebitzsch, Raststätte Köckern	an der BAB 9 Köckern Ost	+49 34954 24870	True	False	True	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/glebitzsch-an-der-bab-9-koeckern-ost	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	Mike Kraft Systemgastronomie e. K.
3118	1650	49.945532613	7.269242943	Hahn-Flughafen	55483	Lautzenhausen, Flughafen Frank	Terminal A - Gebäude 600	+49 6543 508840	True	False	True	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/hahn-flughafen-terminal-a---gebaeude-600	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	Guido Wehlen e.K.
47	82	49.0150040705	12.1002896151	Regensburg	93047	Regensburg, Maximilianstr. 29	Maximilianstr. 29	+49 941 55572	False	False	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/regensburg-maximilianstr-29	07:00 - 02:00	07:00 - 02:00	07:00 - 02:00	07:00 - 02:00	07:00 - 02:00	07:00 - 02:00	07:00 - 02:00	McDonald's Restaurant	Frank Mosher Restaurants e.K.
303	449	51.0499461823	13.739200864	Dresden	01067	Dresden, Haus Altmarkt	Wilsdruffer Str. 19/21	+49 351 4965087	False	False	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/dresden-wilsdruffer-str-19-21	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	McDonald's Restaurant	Willy Dany Restaurantbetriebsgesellschaft mbH & Co. Service KG
559	734	51.4834448716	6.86466070506	Oberhausen	46049	Oberhausen, Mülheimerstr.	Mülheimer Str. 22-24	+49 208 804021	True	True	True	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/oberhausen-muelheimer-str-22-24	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	Dr. Thilo auf´m Kamp Restaurantbetriebe e.K.
2607	1104	47.5941957396	9.8642702192	Lindenberg	88161	Lindenberg, Hans-Liebherr-Str	Hans-Liebherr-Str. 25	+49 8381 927234	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/lindenberg-hans-liebherr-str-25	09:00 - 00:00	09:00 - 00:00	09:00 - 00:00	09:00 - 01:00	09:00 - 00:00	09:00 - 01:00	09:00 - 00:00	McDonald's Restaurant	Andreas Fehr Lindau KG
2863	1383	51.7132271314	8.74076128435	Paderborn	33102	Paderborn, Hauptbahnhof	Bahnhofstr. 29 (Hauptbahnhof)	+49 5251 1422587	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/paderborn-bahnhofstr-29-hauptbahnhof	09:00 - 23:00	09:00 - 23:00	09:00 - 23:00	09:00 - 23:00	09:00 - 23:00	09:00 - 23:00	09:00 - 23:00	McDonald's Restaurant	Heiderich Pad KG
3119	1651	49.801535655	9.93517922	Würzburg	97070	Würzburg, Hauptbahnhof	Bahnhofplatz 4	+49 931 99130343	False	False	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/wuerzburg-bahnhofplatz-4	06:00 - 01:00	07:00 - 01:00	06:00 - 01:00	06:00 - 03:00	06:00 - 01:00	06:00 - 03:00	06:00 - 01:00	McDonald's Restaurant	Systemgastronomie Joachim Thyssen
48	85	50.7377345824	7.10134807869	Bonn	53111	Bonn, Bertha-Von-Suttner-Platz	Bertha-von-Suttner-Platz 1	+49 228 9637745	True	False	True	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/bonn-bertha-von-suttner-platz-1	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	Hahne Systemgastronomie GmbH
304	450	49.0143709	8.3514897	Karlsruhe	76189	Karlsruhe Bahnhof Mühlburg	Am Mühlburger Bahnhof 1	+49 721 9522222	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/karlsruhe-am-muehlburger-bahnhof-1	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	06:00 - 05:00	McDonald's Restaurant	RF KG
560	735	51.442337001	7.35253760884	Witten	58455	Witten, Dortmunderstr.	Dortmunder Str. 23	+49 2302 189389	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/witten-dortmunder-str-23	08:00 - 02:00	08:00 - 02:00	08:00 - 02:00	08:00 - 05:00	08:00 - 02:00	08:00 - 05:00	08:00 - 02:00	McDonald's Restaurant	ULKRA Familienrestaurant GmbH
2608	1105	54.4724283016	9.82809232083	Eckernförde	24340	Eckernförde, Noorstr.	Noorstr. 15	+49 4351 726940	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/eckernfoerde-noorstr-15	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	08:00 - 02:00	08:00 - 00:00	08:00 - 02:00	08:00 - 00:00	McDonald's Restaurant	Hans-Dieter Schmidt
2864	1384	52.524994761	13.369499075	Berlin	10557	Berlin, Hauptbahnhof	Europaplatz 1	+49 30 21234246	False	False	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/berlin-europaplatz-1-hauptbahnhof	04:00 - 03:00	00:00 - 03:00	04:00 - 03:00	04:00 - 00:01	04:00 - 03:00	24h	04:00 - 03:00	McDonald's Restaurant	McDonald's Deutschland LLC
3120	1652	52.465233922	13.327932634	Berlin	12161	Berlin, Schloss-Straßen-Center	Walther-Schreiber-Platz 1	+49 30 81006719	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/berlin-walther-schreiber-platz-1	10:00 - 20:00	geschlossen	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	McDonald's Restaurant	HAM Systemrestaurant GmbH
49	86	47.6595031672	9.1768108431	Konstanz	78462	Konstanz, Bahnhofsplatz	Bahnhofplatz 4	+49 7531 21911	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/konstanz-bahnhofplatz-4	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	McDonald's Restaurant	Albert Systemgastronomie
305	451	51.3717863843	11.9846616497	Merseburg	06217	Merseburg, Querfurter Str.	Querfurter Str. 2 (Mersce-Center)	+49 3461 231781	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/merseburg-querfurter-str-2-mersce-center	06:00 - 01:00	06:00 - 01:00	06:00 - 01:00	24h	06:00 - 01:00	24h	06:00 - 01:00	McDonald's Restaurant	McDonald's Deutschland LLC
561	737	51.1146425387	12.4867295869	Borna	04552	Borna, Am Wilhelmschacht	Am Wilhelmschacht 21	+49 3433 201980	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/borna-am-wilhelmschacht-21	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 04:00	07:00 - 01:00	McDonald's Restaurant	Gerd Vogel Systemgastronomie
2609	1106	52.6355301932	13.3077601595	Glienicke	16548	Glienicke, Nohlstr.	Nohlstr. 31-32	+49 33056 24629	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/glienicke-nohlstr-31-32	08:00 - 00:00	09:00 - 00:00	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	McDonald's Restaurant	SH Systemgastronomie Nohlstraße e. K.
2865	1385	52.475528725	13.364636051	Berlin	12101	Berlin, S-Bahnhof Südkreuz	Werner-Voß-Damm 62	+49 30 78896155	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/berlin-werner-voss-damm-62	07:00 - 00:00	08:00 - 00:00	07:00 - 00:00	07:00 - 02:00	07:00 - 00:00	08:00 - 02:00	07:00 - 00:00	McDonald's Restaurant	McDonald's Deutschland LLC
3121	1653	49.715818969	11.91650932	Grafenwöhr	92655	Grafenwöhr, Neue Ambergerstr.	Neue Amberger Str. 109	+49 9641 9260210	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/grafenwoehr-neue-amberger-str-109	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	McDonald's Restaurant	Systemgastronomie Simone Hötzel e.K.
4401	1722	53.4969104872	8.62286098869	Bremerhaven (Wulsdorf)	27572	Bremerhaven, Frederikshavnerst	Frederikshavnerstraße 91	+49 471 97169052	False	True	False	False	True	False	True	None	None	https://www.mcdonalds.de/restaurant/bremerhaven-wulsdorf-frederikshavnerstrasse-91	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	McDonald's Restaurant	Gerd Korte
50	87	50.0820543278	8.23840391599	Wiesbaden	65183	Wiesbaden. Kirchgasse	Kirchgasse 64	+49 611 9100736	False	False	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/wiesbaden-kirchgasse-64	07:00 - 01:00	08:00 - 01:00	07:00 - 01:00	07:00 - 04:00	07:00 - 01:00	07:00 - 04:00	07:00 - 01:00	McDonald's Restaurant	Hübner Restaurantbetriebe KG
306	452	51.437319947	6.9561213173	Mülheim an der Ruhr	45472	Mülheim A.D. Ruhr, Rhein-Ruhr-	Humboldtring 13	+49 208 498676	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/muelheim-ad-ruhr-humboldtring-13	10:00 - 21:00	geschlossen	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	McDonald's Restaurant	Marcus Prünte Restaurantbetriebsgesellschaft mbH
562	738	50.2031086343	9.13375463086	Gründau	63584	Gründau-Lieblos, Gewerbegebiet	Rudolf-Walther-Str. 2	+49 6051 15540	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/gruendau-rudolf-walther-str-2	07:00 - 01:00	08:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 06:00	07:00 - 01:00	McDonald's Restaurant	Gluth Systemgastronomie e.K.
2610	1107	49.4698879543	11.0746535046	Nürnberg	90408	Nürnberg, Röthensteig/Nordring	Röthensteig 30	+49 911 9373525	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/nuernberg-roethensteig-30	08:00 - 00:00	09:00 - 00:00	08:00 - 00:00	08:00 - 02:00	08:00 - 00:00	08:00 - 02:00	08:00 - 00:00	McDonald's Restaurant	Sygast GmbH & Co. KG
2866	1389	50.9078695228	12.9769195515	Lichtenau	09244	Oberlichtenau, Sachsenstr./Oli	Sachsenstr. 9a (Oli-Park)	+49 37208 884621	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/lichtenau-sachsenstr-9a-oli-park	07:00 - 00:00	07:00 - 00:00	07:00 - 00:00	07:00 - 01:00	07:00 - 00:00	07:00 - 01:00	07:00 - 00:00	McDonald's Restaurant	Willy Dany Restaurantbetriebsgesellschaft mbH & Co. Service KG
3122	1654	49.978075783	9.150890942	Aschaffenburg	63739	Aschaffenburg, City Galerie	Goldbacher Str. 2	+49 6021 3692936	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/aschaffenburg-goldbacher-str-2	09:00 - 20:00	geschlossen	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	09:00 - 20:00	McDonald's Restaurant	Lemke Systemgastronomie GmbH & Co. KG
51	88	53.5517853805	9.93579133941	Hamburg	22765	Hamburg, Bhf. Altona, Paul-Nev	Paul-Nevermann-Platz 13	+49 40 29812144	False	False	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/hamburg-paul-nevermann-platz-13	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	07:00 - 06:00	07:00 - 01:00	07:00 - 06:00	07:00 - 01:00	McDonald's Restaurant	Systemgastronomie Stephan Jagalla Altona e.K.
307	453	49.2038879594	9.4878358188	Öhringen	74613	Öhringen	Im Brenntenstock	+49 7941 63263	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/oehringen-im-brenntenstock	07:00 - 02:00	09:00 - 02:00	07:00 - 02:00	07:00 - 03:00	07:00 - 02:00	07:00 - 03:00	07:00 - 02:00	McDonald's Restaurant	Walter Blank GmbH
563	740	51.2057283154	7.04142275904	Haan	42781	Haan, Bollenheide	Bollenheide 2	+49 2129 958215	True	True	True	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/haan-bollenheide-2	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	Klaus-Peter Frühauf
2611	1108	47.6894945372	10.0337059837	Isny	88316	Isny, Lindauerstr. 45	Lindauer Str. 45	+49 7562 981623	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/isny-lindauer-str-45	08:00 - 00:00	09:00 - 00:00	08:00 - 00:00	08:00 - 02:00	08:00 - 00:00	08:00 - 02:00	08:00 - 00:00	McDonald's Restaurant	Andreas Fehr KG
2867	1390	51.1798537336	14.4266330128	Bautzen	02625	Bautzen, Kornmarkt-Center	Kornmarkt 7 (Kornmarkt-Center)	+49 3591 530391	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/bautzen-kornmarkt-7-kornmarkt-center	09:30 - 20:00	geschlossen	09:30 - 20:00	09:30 - 20:00	09:30 - 20:00	09:30 - 18:00	09:30 - 20:00	McDonald's Restaurant	Willy Dany Restaurantbetriebsgesellschaft mbH & Co. Service KG
3123	1655	48.147353567	11.463801207	München	81241	München, Pasing Arcaden	Pasinger Bahnhofsplatz 5 (Pasing Arcaden)	+49 89 82006190	False	False	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/muenchen-pasinger-bahnhofsplatz-5	09:30 - 20:00	geschlossen	09:30 - 20:00	09:30 - 20:00	09:30 - 20:00	09:30 - 20:00	09:30 - 20:00	McDonald's Restaurant	Firma Sabine Weber-Reisert Betriebsverpachtung
52	92	48.8960091674	9.18964438721	Ludwigsburg	71638	Ludwigsburg, Arsenalpl.	Arsenalplatz 1	+49 7141 937739	False	False	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/ludwigsburg-arsenalplatz-1	09:00 - 01:00	09:00 - 01:00	09:00 - 01:00	09:00 - 02:00	09:00 - 01:00	09:00 - 02:00	09:00 - 01:00	McDonald's Restaurant	Fehr Good Food Fast GmbH
308	454	47.5183462749	10.2869678129	Sonthofen	87527	Sonthofen	Östliche Alpenstr. 24	+49 8321 26202	False	True	False	True	True	True	True	None	None	https://www.mcdonalds.de/restaurant/sonthofen-oestliche-alpenstr-24	07:00 - 01:00	08:00 - 01:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	07:00 - 03:00	07:00 - 01:00	McDonald's Restaurant	Systemgastronomie Anton Beer Sonthofen e.K.
564	741	51.491762858	6.8803322647	Oberhausen	46047	Oberhausen, Centro	Centroallee 78	+49 208 22117	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/oberhausen-centroallee-78	08:00 - 00:00	10:00 - 00:00	08:00 - 00:00	08:00 - 05:00	08:00 - 00:00	08:00 - 05:00	08:00 - 00:00	McDonald's Restaurant	McDonald's Deutschland LLC
2612	1109	50.9601728621	8.0277233342	Kreuztal	57223	Kreuztal, Zitzenbachstr.	Zitzenbachstr. 2	+49 2732 769049	False	True	False	True	True	True	False	None	None	https://www.mcdonalds.de/restaurant/kreuztal-zitzenbachstr-2	08:00 - 00:00	08:00 - 00:00	08:00 - 00:00	08:00 - 02:00	08:00 - 00:00	08:00 - 02:00	08:00 - 00:00	McDonald's Restaurant	Vogler GmbH
2868	1391	52.521181593	13.41194327	Berlin	10178	Berlin, S-Bahnhof Alexanderpla	S-Bahnhof Alexanderplatz (S-Bahnhof)	+49 30 24628356	True	False	True	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/berlin-s-bahnhof-alexanderplatz-s-bahnhof	24h	24h	24h	24h	24h	24h	24h	McDonald's Restaurant	McDonald's Deutschland LLC
3124	1656	53.110547458	8.747035812	Bremen	28237	Bremen, Waterfront	Ag-Weser-Str. 3	+49 421 69109440	False	False	False	True	True	False	True	None	None	https://www.mcdonalds.de/restaurant/bremen-ag-weser-str-3	10:00 - 21:00	geschlossen	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	10:00 - 21:00	McDonald's Restaurant	BOH Bremen Gastro e.K.
53	93	53.0814729199	8.81107747829	Bremen	28195	Bremen, Bahnhofstr.	Bahnhofstr. 28-31	+49 421 18201	False	False	False	True	True	False	False	None	None	https://www.mcdonalds.de/restaurant/bremen-bahnhofstr-28-31	07:00 - 01:00	07:00 - 01:00	07:00 - 01:00	07:00 - 06:59	07:00 - 01:00	07:00 - 06:59	07:00 - 01:00	McDonald's Restaurant	BOH Gastro GmbH
